ID объекта СКУП;Адрес УИК/ТИК;Наименование УИК/ТИК;Технология подключения;Техническое решение;Наименование Оператора ПМ;Информация по организации канала до объекта;Принадлженость объекта к МЦТЭТ: АМЦТЭТ,ТГЦТЭТ, ВМЦТЭТ, НМЦТЭТ, КМЦТЭТ, УСТП-1,УСТП-2,УСТП-3,УСТП-4,УСТП-5,УСТП-6,УСТП-7;Информацию заносит сотрудник ТБ. Вид наряда на организацию канала: по существующему подключению ВОЛС/МЕДЬ. организация нового канала ВОЛС/МЕДЬ;Ком. блок. Наряд выписан № наряда;Необходимость оконечного оборудования (модемы:ADSL/SHDSL, коммутатор 8 портов);IP-adress/Port Оборудования на УД (DSLAM, комметатор агригации);Канал организован и протестирован скорость соответствует Да/Нет;Указать порт на оконечном устройстве. Его необходимо заклеить монтажной лентой с пометкой выборы.;Место расположение оконечного устройства;Примечание;IP addres коммутатора на объекте (при его наличии);Готовность объекта. ДА;Выделенная сеть;Учёт оборудования;RID объекта;Подрядчик;IP адрес CAM1 Комиссия;IP адрес CAM2 Урна;IP адрес коммутатора в шкафу УИК/ТИК;IP адрес контроллера;Канал прописан РЦУСС;Камера зарегистрирована;IP шлюза;Vlan на PE;Description;ФИО основного ответственного за УИК;E-mail основного ответственного за УИК;Контактный телефон (служебный/сотовый) основного ответственного за УИК;ФИО заместителя на время отсутствия основного ответственного за УИК;E-mail заместителя на время отсутствия основного ответственного за УИК;Контактный телефон (служебный/сотовый) заместителя на время отсутствия основного ответственного за УИК;Объект принят 2ЛТП и сдан в эксплуатацию;Контроллер сконфигурирован и подключен. ДА;Статус;Online Test;Протестировано;Cинхронизация;Акт П16 подписан, демонтаж произведён;;;;;
71056;Каменск-Шахтинский,Кирова,98;УИК №789;Организация канала по технологии ADSL;Т-6;ПАО "Ростелеком";Существующая Медь (доумощнение);КМЦТЭТ;Организация нового канала МЕДЬ;863930108022908.18;Роутер ADSL;10.30.65.15 Adsl 15/0/37;да;;актовый зал;необходимо строительство линии от ЯКГ на столбе ~ 200 м, т.к. сущ. линия находится под охраной и по ней не сможем дать симетрично 1 Мбит/сек.;;10.02.18;10.234.25.208/28;5 очередь;B61K0789;АИСиС -Регион;10.234.25.210;10.234.25.211;10.234.25.222;10.234.25.212;10.02.18;Да;10.234.25.209;2413/2407;789KamenskKirova98;Криворогов Владимир Владимрович ;Vladimir.Krivorogov@south.rt.ru ;+7(903)-462-28-85  	  ;Малышев Станислав Сергеевич ;Stanislav.Malyshev@south.rt.ru;(989)-728-1527 ;;да;danger;Online Test;Благодатский;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71057;Каменск-Шахтинский,проспект К.Маркса,58;УИК №791;Организация канала по технологии FTTx;Т-3;ПАО "Ростелеком";Существующая ВОЛС (модернизация не требуется);КМЦТЭТ;Организация нового канала ВОЛС;863930108190305.18;;10.65.12.12 eth 0/0/1 trunk;да;24;Второе фойе школы;Строительство линии от домового коммутатора Карла Маркса 60;;5.02.18;10.234.25.224/28;Добавлено;B61K0791;АИСиС -Регион;10.234.25.226;10.234.25.227;10.234.25.238;10.234.25.228;да;Да;10.234.25.225;2414;791KamenskprKMarksa58;Криворогов Владимир Владимрович ;Vladimir.Krivorogov@south.rt.ru ;+7(903)-462-28-85 ;Малышев Станислав Сергеевич ;Stanislav.Malyshev@south.rt.ru;(989)-728-1527 ;;;danger;Online Test;05.03.18 Попов;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71058;Каменск-Шахтинский,переулок Башкевича,84;УИК №792;Организация канала по технологии ADSL;Т-6;ПАО "Ростелеком";Существующая Медь (доумощнение);КМЦТЭТ;Организация нового канала МЕДЬ;863930108023145.18;Роутер ADSL;10.30.65.9/ Adsl 3/0/18;да;;Учебный класс;необходимо строительство линии;;16.02.18;10.234.25.240/28;4 очередь;B61K0792;АИСиС -Регион;10.234.25.242;10.234.25.243;10.234.25.254;10.234.25.244;03.02.18;Да;10.234.25.241;2415;792KamenskperBashkevicha84;Криворогов Владимир Владимрович ;Vladimir.Krivorogov@south.rt.ru ;+7(903)-462-28-85 ;Малышев Станислав Сергеевич ;Stanislav.Malyshev@south.rt.ru;(989)-728-1527 ;;;danger;Online Test;Романов 07.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71059;Каменск-Шахтинский,переулок Крупской,82;УИК №793;Организация канала по технологии ADSL;Т-6;ПАО "Ростелеком";Существующая Медь (доумощнение);КМЦТЭТ;Организация по существующему подключению МЕДЬ;863930107741112.18;Роутер ADSL;10.30.65.15/ Adsl 14/0/24;да;;Кабинет №3 (1-й этаж);От кабинета информатики необходимо строительство линии по фасаду - 100 м.;;16.02.18;10.234.26.0/28;5 очередь;B61K0793;АИСиС -Регион;10.234.26.2;10.234.26.3;10.234.26.14;10.234.26.4;05.02.18;Да;10.234.26.1;2416;793KamenskperKrupskoy82;Криворогов Владимир Владимрович ;Vladimir.Krivorogov@south.rt.ru ;+7(903)-462-28-85 ;Малышев Станислав Сергеевич ;Stanislav.Malyshev@south.rt.ru;(989)-728-1527 ;;да;danger;Online Test;Романов 07.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71060;Каменск-Шахтинский,переулок Башкевича,106А;УИК №794;Организация канала по технологии FTTx;Т-3;ПАО "Ростелеком";Существующая ВОЛС (модернизация не требуется);КМЦТЭТ;;;;10.65.13.6/ Eth 0/0/24;да;24;Кабинет информатики;Строительство линии от домового коммутатора пер. Башкевича 106;;19.02.18;10.234.26.16/28;Добавлено;B61K0794;АИСиС -Регион;10.234.26.18;10.234.26.19;10.234.26.30;10.234.26.20;да;Да;10.234.26.17;2417;794KamenskperBashkevicha106A;Криворогов Владимир Владимрович ;Vladimir.Krivorogov@south.rt.ru ;+7(903)-462-28-85 ;Малышев Станислав Сергеевич ;Stanislav.Malyshev@south.rt.ru;(989)-728-1527 ;;;danger;Online Test;01.03.18 Попов;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71061;Каменск-Шахтинский,Желябова,107;УИК №795;Организация канала по технологии ADSL;Т-6;ПАО "Ростелеком";Существующая Медь (доумощнение);КМЦТЭТ;Организация по существующему подключению МЕДЬ;863930107741142.18;Роутер ADSL;10.30.65.47/ Adsl 0/3/19;да;;Кабинет директора;Строительство линии от роутера(кабинет бухгалтерии) до кабинета директора - 40 м.;;15.02.18;10.234.26.32/28;4 очередь;B61K0795;АИСиС -Регион;10.234.26.34;10.234.26.35;10.234.26.46;10.234.26.36;03.02.18;Да;10.234.26.33;2418;795KamenskZhelyabova107;Криворогов Владимир Владимрович ;Vladimir.Krivorogov@south.rt.ru ;+7(903)-462-28-85 ;Малышев Станислав Сергеевич ;Stanislav.Malyshev@south.rt.ru;(989)-728-1527 ;;;danger;Online Test;Романов 07.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71062;Каменск-Шахтинский,Гагарина,91А;УИК №796;Организация канала по технологии ADSL ;Т-6;ПАО "Ростелеком";Существующая Медь (доумощнение;КМЦТЭТ;организация нового канала МЕДЬ;863930106917528.18,  863930106917572.18;Роутер ADSL;10.30.65.15/ Adsl 3/0/40;да;;Фойе;перешел на собственные ресурсы Смена ТВ;;15.02.18;10.234.26.48/28;4 очередь;B61K0796;АИСиС -Регион;10.234.26.50;10.234.26.51;10.234.26.62;10.234.26.52;03.02.18;Да;10.234.26.49;2419;796KamenskGagarina91A;Криворогов Владимир Владимрович ;Vladimir.Krivorogov@south.rt.ru ;+7(903)-462-28-85  	  ;Малышев Станислав Сергеевич ;Stanislav.Malyshev@south.rt.ru;(989)-728-1527 ;;;danger;Online Test;Романов 07.03.18 FAIL;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71063;Каменск-Шахтинский,Освобождения,46А;УИК №797;Организация канала по технологии FTTx;Т-3;ПАО "Ростелеком";Существующая ВОЛС (модернизация не требуется);КМЦТЭТ;;;универсальный роутер ;10.65.14.131/ Eth 0/0/7;да;;Актовый зал 1 этаж;Строительство ВЛС от коммутатора 100м.;;30.01.18;10.234.26.64/28;Добавлено;B61K0797;АИСиС -Регион;10.234.26.66;10.234.26.67;10.234.26.78;10.234.26.68;да;Да;10.234.26.65;2420;797KamenskOsvobozhdeniya46A;Криворогов Владимир Владимрович ;Vladimir.Krivorogov@south.rt.ru ;+7(903)-462-28-85 ;Малышев Станислав Сергеевич  	  ;Stanislav.Malyshev@south.rt.ru;(989)-728-1527 ;;;danger;Online Test;05.03.18 Попов;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71064;Каменск-Шахтинский,Красная,9/В;УИК №798;Организация канала по технологии FTTx;Т-3;ПАО "Ростелеком";Существующая ВОЛС (модернизация не требуется);КМЦТЭТ;;;универсальный роутер ;10.65.3.14 eth 0/0/18;да;8-9 пара (4 подъезд) 18 порт 1 коммутатор;Актовый зал детского сада;  Строительство линии ВЛС и по фасаду от 1 подъезда ул. Красная 11.;;06.02.18;10.234.26.80/28;Добавлено;B61K0798;АИСиС -Регион;10.234.26.82;10.234.26.83;10.234.26.94;10.234.26.84;да;Да;10.234.26.81;2421;798KamenskKrasnaya9_V;Криворогов Владимир Владимрович ;Vladimir.Krivorogov@south.rt.ru ;+7(903)-462-28-85 ;Малышев Станислав Сергеевич ;Stanislav.Malyshev@south.rt.ru;(989)-728-1527 ;;;danger;Online Test;01.03.18 Попов;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71065;Каменск-Шахтинский,Ворошилова,155;УИК №799;Организация канала по технологии FTTx;Т-3;ПАО "Ростелеком";Существующая ВОЛС (модернизация не требуется);КМЦТЭТ;;;;10.65.14.9/ Eth 0/0/16;да;16 порт 1 коммутатора 5 подъезда;вестибюль библиттеки;на время выборов подключение на линию библиотеки. От роутера библиотеки построить линии 30м по зданию.;;15.02.18;10.234.26.96/28;Добавлено;B61K0799;АИСиС -Регион;10.234.26.98;10.234.26.99;10.234.26.110;10.234.26.100;да;Да;10.234.26.97;2422;799KamenskVoroshilova155;Криворогов Владимир Владимрович ;Vladimir.Krivorogov@south.rt.ru ;+7(903)-462-28-85 ;Малышев Станислав Сергеевич ;Stanislav.Malyshev@south.rt.ru;(989)-728-1527 ;;;danger;Online Test;01.03.18 Попов;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71066;Каменск-Шахтинский,Ученическая,2;УИК №800;Организация канала по технологии ADSL ;Т-6;ПАО "Ростелеком";Существующая Медь (доумощнение ;КМЦТЭТ;организация нового канала МЕДЬ;863930106917656.18,  863930106917694.18;Роутер ADSL;10.30.65.43 adsl 0/0/45 vlan 196;да;;Кабинет №3 (1-й этаж);перешел на собственные ресурсы Смена ТВ;;13.02.18;10.234.26.112/28;4 очередь;B61K0800;АИСиС -Регион;10.234.26.114;10.234.26.115;10.234.26.126;10.234.26.116;03.02.18;Да;10.234.26.113;2423;800KamenskUchenicheskaya2;Криворогов Владимир Владимрович ;Vladimir.Krivorogov@south.rt.ru ;+7(903)-462-28-85 ;Малышев Станислав Сергеевич ;Stanislav.Malyshev@south.rt.ru;(989)-728-1527 ;;;danger;Online Test;Романов 07.03.18 FAIL;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
71068;Каменск-Шахтинский,Микрорайон 60 лет Октября,7;УИК №802;Организация канала по технологии FTTx;Т-3;ПАО "Ростелеком";Существующая ВОЛС (модернизация не требуется);КМЦТЭТ;;;;10.30.65.123/ Eth 0/0/8;да;5;Фойе;МБОУ СОШ №14, по кабинетам школы есть локальная сеть из серверной, где установлен коммутатор.;;07.02.18;10.234.26.128/28;Добавлено;B61K0802;АИСиС -Регион;10.234.26.130;10.234.26.131;10.234.26.142;10.234.26.132;02.02.18;Да;10.234.26.129;2424;802KamenskMikrorayon60letOktyabrya7;Криворогов Владимир Владимрович;Vladimir.Krivorogov@south.rt.ru ;+7(903)-462-28-85 ;Малышев Станислав Сергеевич ;Stanislav.Malyshev@south.rt.ru;(989)-728-1527 ;;;danger;Online Test;01.03.18 Попов;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
