Название муниципалитета;Наименование общеобразовательной организации;Адрес общеобразовательной организации;Скорость передачи данных по договору;Учетное имя в АСР Onyma;PE маршрутизатор;Интерфейс;IP WAN (/30);IP LAN (/27);Оборудование ПМ;Порт ПМ;Примечание;;;;;
Столбец №1;Столбец №2;Столбец №3;Столбец №6;Столбец №8;Столбец №9;Столбец №10;Столбец №11;Столбец №12;Столбец №13;Столбец №14;Столбец №15;;;;;
Мясниковский район; МБОУ СОШ №12;346815, Ростовская область, Мясниковский район, х.Красный Крым, ул.Туманяна, 18;2048 Кбит/с;8631601122;80.254.100.4;lt-0/0/0.1363;172.23.167.245;10.61.63.160;10.30.49.77;xdsl 3/21;;;;;;
Мясниковский район;МБОУ СОШ №13;346818 х. Ленинаван, ул. Ленина, 3,Мясниковский район, Ростовская область;2048 Кбит/с;;80.254.100.4;lt-0/0/0.1371;172.23.167.249;10.61.63.192;10.30.49.7; 0/ 0/ 3;;;;;;
Мясниковский район;МБОУ СОШ №16;346813, Ростовская область, Мясниковский р-н, х. Недвиговка, ул. Октябрьская, 72-а;2048 Кбит/с;;80.254.100.4;lt-0/0/0.1373;172.23.168.1;10.61.64.0;10.30.49.94;1;;;;;;
Мясниковский район;МБОУ СОШ №6;346 807,  Ростовская область, Мясниковский район, сл. Петровка,  ул. Победы,  13 ;2048 Кбит/с;8631601118;80.254.100.4;lt-0/0/0.1363;172.23.167.229;10.61.63.32;10.30.49.92;1;;;;;;
Мясниковский район;МБОУ СОШ №5;346812, Ростовская область, Мясниковский район, с.Крым, ул. Лукашина,53;2048 Кбит/с;8631601117;80.254.100.4;lt-0/0/0.1067;172.23.167.225;10.61.63.0;10.30.49.254;vl824;;;;;;
Мясниковский район;МБОУ СОШ №15;346810, Ростовская область, Мясниковский район, х.Хапры, пер.Макаренко,9;2048 Кбит/с;8631601124;80.254.100.4;lt-0/0/0.1363;172.23.167.253;10.61.63.224;;;;;;;;
Мясниковский район;МБОУ СОШ №11 ;346802,Ростовская область, Мясниковский район, с. Чалтырь, ул. Туманяна,2;2048 Кбит/с;8631601121;80.254.100.4;lt-0/0/0.1363;172.23.167.241; 10.61.63.128;10.30.49.254;0/2/61;;;;;;
Мясниковский район;МБОУ ООШ №19 ;346817,Ростовская область, Мясниковский район, с. Александровка,2-я, ул. Новая. 10;2048 Кбит/с;;80.254.100.4;lt-0/0/0.1363;172.23.168.9;10.61.64.64;10.30.49.95;1;;;;;;
Мясниковский район;МБОУ СОШ №17;Ростовская область Мясниковский район х. Веселый ул. Ленина, д. 41;1 Мбит/с;;;;172.23.168.5;10.61.64.32;;;Нет данных в ониме;;;;;
Неклиновский район;МБОУ Беглицкая СОШ;c. Беглица,  ул. Ленина  34;2048 Кбит/с;n52967_247;80.254.100.4;lt-0/0/0.3;172.23.168.17;10.61.64.128;10.30.47.153; xdsl 1/1;;;;;;
Неклиновский район;МБОУ Вареновская СОШ;с.Вареновка, ул. Советская 125;2048 Кбит/с;n25659_247;80.254.100.4;lt-0/0/0.207;172.23.168.21; 10.61.64.160;DSLAM BIG;vl504;;;;;;
Неклиновский район;МБОУ В-Ханжоновская СОШ;с. В-Ханжоновка,  ул. Школьная   2;512 Кбит/с;;20.0.0.47;;172.23.168.25;10.61.64.192;10.30.47.122;1;;;;;;
Неклиновский район;МБОУ В-Вознесенская СОШ;с. В-Вознесенка,  ул.  Школьная  10;512 Кбит/с;n52003_247;20.0.0.14;;172.23.167.181;10.61.61.160;10.30.84.5;Ethernet0/0/6;;;;;;
Неклиновский район;МБОУ Ефремовская СОШ;с. Ефремовка, ул.Советская  7;512 Кбит/с;n53430_247;20.0.0.47;;172.23.168.33;10.61.65.0;10.30.47.74;Ethernet0/0/4;;;;;;
Неклиновский район;МБОУ Краснодесантская СОШ;с. Кр. Десант,  ул.  Октябрьская  2;2048 Кбит/с;8631431752;80.254.100.4;lt-0/0/0.3;172.23.168.37;10.61.65.32;10.30.47.121;0/ 2/26;;;;;;
Неклиновский район;МБОУ Лакедемоновская СОШ;с. Лакедемоновка, ул.Октябрьская  46;512 Кбит/с;n51344_247;80.254.100.4;lt-0/0/0.3;172.23.168.41;10.61.65.64;10.30.47.55;Ethernet0/0/3;;;;;;
Неклиновский район;МБОУ Натальевская СОШ;с. Натальевка, ул. Островского   30 ;512 Кбит/с;n59118_247;80.254.100.4;lt-0/0/0.7;172.23.168.45;10.61.65.96;;vl882;;;;;;
Неклиновский район;МБОУ Гаевская ООШ;346838, Ростовская Обл, Неклиновский Р-Н, Николаевка С, Ореховый Пер, Дом 12;512 Кбит/с;n52359_247;20.0.0.47;;172.23.168.125;10.61.67.224;10.30.47.74;Eth0/0/1;;;;;;
Неклиновский район;МБОУ Новобессергеновская СОШ;с. Н-Бессергеновка, пер. Школьный 2 ;512 Кбит/с;n57115_247;80.254.100.4;lt-0/0/0.3;172.23.168.53;10.61.65.160;10.30.47.153; xdsl 1/1;;;;;;
Неклиновский район;МБОУ Носовская СОШ;с. Носово,  ул. Мира 39 ;512 Кбит/с;n53395_247;20.0.0.47;Fa0/0.498;172.23.168.57;10.61.65.192;10.30.47.85;0/1/1;Расторгли договор с 01.06.2018;;;;;
Неклиновский район;МБОУ Новоприморская СОШ;с. Н-Приморка, ул. Центральная 20;512 Кбит/с;n55181_247;80.254.100.4;lt-0/0/0.209;172.23.168.61;10.61.65.224;10.30.47.138;0/1/1;;;;;;
Неклиновский район;МБОУ Приморская СОШ;Неклиновский район,с.Приморский,ул.Советская 2 346870;4096 Кбит/с;n25124_247;80.254.100.4;lt-0/0/0.205;172.23.168.65;10.61.66.0;DSLAM BIG;vl499;;;;;;
Неклиновский район;МОУ Отрадненская СОШ;Неклиновского район,с.Отрадное,ул.Школьная  37;1024 Кбит/с;n52443_247;20.0.0.47;Fa0/0.500;172.23.168.69;10.61.66.32;10.30.47.74;Eth0/0/5(vl500);;;;;;
Неклиновский район;МБОУ Дополнительного Образования Центр Внешкольной Работы;Неклиновский район,с.Покровское,пер.Чкаловский 2а 346830;512 Кбит/с;n32903_247;80.254.100.4;lt-0/0/0.1668;172.23.168.73;10.61.66.64;NEC DSLAM BIG_2;vl501;;;;;;
Неклиновский район;МБОУ Покровская СОШ №2;346830, РОСТОВСКАЯ область, НЕКЛИНОВСКИЙ район, с. ПОКРОВСКОЕ, пер. МАЯКОВСКОГО, 3В;2048 Кбит/с;;80.254.100.4;lt-0/0/0.1670;172.23.168.77;10.61.66.96;NEC DSLAM BIG_2;vl502;;;;;;
Неклиновский район;МБОУ Синявская СОШ;с. Синявка,  ул. Красноармейская ;2048 Кбит/с;n26559_247;80.254.100.4;lt-0/0/0.117;172.23.168.89;10.61.66.192;;vl507;;;;;;
Неклиновский район;МБОУ Советинская СОШ;сл. Советка, ул. Школьная  1 ;512 Кбит/с;n37182_247;20.0.0.47;;172.23.168.93;10.61.66.224;10.30.47.48;xdsl 1/16;;;;;;
Неклиновский район;МБОУ Сухосарматская СОШ;346841, Ростовская область, Неклиновский район, с.А-Мелентьево, Победы 9;512 Кбит/с;n33458_247;20.0.0.47;Fa0/0.509;172.23.168.97;10.61.67.0;10.30.47.74;Eth0/0/1(vl509);;;;;;
Неклиновский район;МБОУ Троицкая СОШ;с. Троицкое,  ул.Ленина ;512 Кбит/с;n56149_247;20.0.0.47;;172.23.168.101;10.61.67.32;10.30.47.44;нет;;;;;;
Неклиновский район;МБОУ Фёдоровская СОШ;с. Федоровка, ул.  Ленина 44 ;512 Кбит/с;n41309_247;20.0.0.47;;172.23.168.105;10.61.67.64;10.30.47.154;xdsl 1/4;;;;;;
Неклиновский район;МБОУ Большенеклиновская СОШ;с. Б-Неклиновское, ул.Школьная 76 ;1024 Кбит/с;;20.0.0.47;Fa0/0.512;172.23.168.109;10.61.67.96;10.30.47.80;vl512;;;;;;
Неклиновский район;МБОУ Марьевская СОШ;Неклиновский район,с.Марьевка,ул.Школьная 1 346852;512 Кбит/с;;20.0.0.47;Fa0/0.513;172.23.168.113;10.61.67.128;10.30.47.74;Eth0/0/4(vl513);;;;;;
Неклиновский район;МБОУ Приютинская СОШ;Неклиновский район, хутор Приют, Космическая улица, 47;20 Мбит/с;n52159_247;80.254.100.4;lt-0/0/0.3556;172.23.168.117;10.61.67.160;10.30.47.74;Ethernet0/0/6(vl514);;;;;;
Неклиновский район;МБОУ Новолакедемоновская СОШ;Неклиновский район,с.Лакедемоновка,ул.Октябрьская 25 346847;512 Кбит/с;n52530_247;80.254.100.4;lt-0/0/0.1;172.23.168.121;10.61.67.192;10.30.47.132;12;;;;;;
Неклиновский район;МБОУ Николаевская СОШ;346840, Ростовская область, Неклиновский район, с Николаевка,   ул.Садовая 12 ;512 Кбит/с;n52345_247;20.0.0.47;;172.23.168.49; 10.61.65.128;10.30.47.74;Ethernet0/0/1(vl509);;;;;;
Неклиновский район;МБОУ Некрасовская СОШ;с.Некрасовка ул. Молодежная 11 ;2 Мбит/с;;;;172.23.168.129;10.61.68.0;;;Телефония;;;;;
Неклиновский район;МБОУ Никольская ООШ;с. Никольское,   ул.   Центральная  2 ;2 Мбит/с;;;;172.23.168.133;10.61.68.32;;;Телефония;;;;;
Неклиновский район;МБОУ Морско Чулекская ООШ;с. М-Чулек,  ул. Шведкова  81 ;не менее 64 Кбит/с;;;;172.23.168.137;10.61.68.64;;;Нет данных в ониме;;;;;
Неклиновский район;МБОУ Вечерняя СОШ;с. Покровское,  пер Чкаловский 2 ;4096 Кбит/с;;80.254.100.4;lt-0/0/0.1674;172.23.168.141;10.61.68.96; NEC DSLAM BIG_2;vl516;;;;;;
Обливский район;Караичевская ООШ –филиал МБОУ Обливской СОШ № 1;347163, Ростовская область, Обливский район, хутор Караичев, улица Школьная, 23;2048 Кбит/с;;20.0.0.96;Fa0/1.407;172.23.168.173;10.61.69.96;10.30.96.8;GE0/0/7(vl407);;;;;;
Обливский район;Кривовская ООШ  филиал МБОУ Обливской СОШ № 1;347145, Ростовская область, Обливский район, хутор Кривов, улица Центральная, 35;512 Кбит/с;;80.254.100.4;lt-0/0/0.1011;172.23.168.181;10.61.69.160;10.30.96.7;Eth0/0/10(vl30);;;;;;
Обливский район;Ковыленская ООШ – филиал МБОУ Обливской СОШ № 1;347152, Ростовская область, Обливский район, хутор Ковыленский, улица Речная, 36;2048 Кбит/с;;20.0.0.96;Fa0/1.402;172.23.168.153;10.61.68.192;;vl402;;;;;;
Обливский район;МБОУ «Обливская СОШ № 2»;347141 Ростовская область, ст. Обливская, ул. Грызлова, 18а;512 Кбит/с;8631450958;80.254.100.4;lt-0/0/0.47;172.23.168.161;10.61.69.0;10.30.96.20;0/ 5/59;;;;;;
Обливский район;Нестеркинская ООШ филиал МБОУ «Обливская СОШ № 2»;347141Ростовская область, Обливский район, х. Нестеркин, ул. Центральная № 62;2048 Кбит/с;;20.0.0.96;;172.23.168.189; 10.61.69.224;10.30.96.78;1;;;;;;
Обливский район;МБОУ «Каштановская СОШ»;Обливский район, п.КаштановскийУл.Школьная, 4 «А»;512 Кбит/с;8631450959;20.0.0.96;Fa0/1.400;172.23.168.145;10.61.68.128;10.30.96.74;atm-0(vl400);;;;;;
Обливский район;МБОУ Солонецкая СОШ;Обливский район, х. Солонецкий,    ул. Ленина, 8;512 Кбит/с;8631450953;20.0.0.96;Fa0/1.414;172.23.168.201;10.61.70.64;10.30.96.7;Ethernet0/0/1(vl414);;;;;;
Обливский район;МБОУ «Леоновская СОШ»;Ул. Шолохова,7,       х. Леонов, Облив-ский район, Ростовская область;512 Кбит/с;8631450960;80.254.100.4;lt-0/0/0.3537;172.23.168.185;10.61.69.192;;vl410;;;;;;
